,housing,balance,y
40128,no,1085,yes
40129,no,1980,yes
40130,no,1227,yes
40131,no,1933,yes
40132,no,801,yes
40133,no,1644,no
40134,no,0,no
40135,yes,2158,no
40136,no,1819,no
40137,no,88,no
40138,no,1841,yes
40139,yes,42,yes
40140,no,794,yes
40141,no,2163,no
40142,no,905,yes
40143,no,8295,yes
40144,no,0,yes
40145,yes,153,no
40146,yes,874,yes
40147,yes,1004,no
40148,no,215,no
40149,no,4321,yes
40150,no,366,yes
40151,no,1796,no
40152,yes,0,yes
40153,no,471,yes
40154,no,2419,no
40155,no,289,no
40156,no,0,no
40157,no,745,yes
40158,yes,1187,no
40159,no,516,no
40160,no,9216,no
40161,no,8037,no
40162,no,361,no
40163,no,924,yes
40164,no,657,no
40165,no,697,no
40166,no,216,yes
40167,no,5763,no
40168,no,611,no
40169,yes,9756,yes
40170,no,1159,yes
40171,no,3290,yes
40172,no,1766,yes
40173,yes,389,no
40174,no,3570,no
40175,yes,582,yes
40176,no,1693,no
40177,no,380,yes
40178,yes,1241,no
40179,yes,1391,no
40180,no,1315,no
40181,no,4713,no
40182,no,256,yes
40183,no,682,yes
40184,yes,92,yes
40185,no,66,yes
40186,no,466,no
40187,no,1510,no
40188,no,309,no
40189,no,361,no
40190,no,64,no
40191,no,1448,no
40192,no,230,no
40193,no,1811,no
40194,yes,948,no
40195,no,1758,no
40196,no,0,yes
40197,no,388,no
40198,no,426,no
40199,no,3434,yes
40200,no,252,yes
40201,yes,1354,no
40202,no,1061,no
40203,no,6574,yes
40204,no,2094,yes
40205,yes,294,yes
40206,yes,1129,no
40207,no,1177,yes
40208,no,925,yes
40209,no,6246,no
40210,no,1363,no
40211,yes,242,no
40212,no,8866,yes
40213,no,816,no
40214,no,365,no
40215,no,183,no
40216,yes,3780,no
40217,no,3357,yes
40218,no,3407,yes
40219,no,5205,yes
40220,no,254,yes
40221,no,151,no
40222,no,3630,yes
40223,yes,3,no
40224,no,15187,no
40225,no,437,no
40226,no,1506,yes
40227,no,764,no
40228,no,4216,yes
40229,yes,27,no
40230,no,601,no
40231,no,12,yes
40232,no,5666,no
40233,no,544,yes
40234,yes,858,no
40235,no,523,no
40236,yes,0,no
40237,yes,58,no
40238,no,1444,no
40239,no,1235,no
40240,no,29184,no
40241,no,1,no
40242,no,1536,no
40243,no,1013,no
40244,no,10346,yes
40245,no,1612,yes
40246,yes,1741,no
40247,yes,1539,yes
40248,no,21,no
40249,yes,131,yes
40250,no,19,no
40251,no,1390,no
40252,yes,2206,no
40253,yes,718,yes
40254,no,2081,no
40255,no,4694,no
40256,yes,454,no
40257,no,3547,yes
40258,no,914,yes
40259,no,1185,no
40260,no,1306,yes
40261,no,3335,no
40262,no,172,yes
40263,no,0,no
40264,no,259,yes
40265,no,266,no
40266,no,617,no
40267,yes,-1206,yes
40268,no,4577,no
40269,no,4708,no
40270,no,372,yes
40271,no,102,no
40272,no,1077,no
40273,no,206,no
40274,no,3518,yes
40275,no,505,yes
40276,no,71,yes
40277,no,1776,yes
40278,no,20585,yes
40279,no,1595,yes
40280,no,382,no
40281,no,969,no
40282,yes,1000,yes
40283,no,3232,no
40284,no,2015,no
40285,yes,1701,no
40286,yes,1048,no
40287,no,2,no
40288,no,697,no
40289,no,138,yes
40290,no,8319,no
40291,yes,520,no
40292,no,0,no
40293,no,522,no
40294,no,561,yes
40295,no,106,no
40296,no,2196,no
40297,no,2461,no
40298,no,170,yes
40299,no,189,yes
40300,no,180,no
40301,no,502,yes
40302,yes,379,yes
40303,no,124,no
40304,no,457,no
40305,no,14533,yes
40306,no,2800,no
40307,no,1127,no
40308,no,136,yes
40309,no,548,no
40310,no,341,no
40311,no,2009,no
40312,no,3629,no
40313,no,2,no
40314,no,86,no
40315,no,1463,no
40316,no,1161,no
40317,yes,-98,no
40318,no,2731,no
40319,no,2,no
40320,no,1675,no
40321,yes,1981,no
40322,no,6711,no
40323,yes,689,yes
40324,no,2363,no
40325,yes,4200,no
40326,no,246,yes
40327,no,640,no
40328,no,243,no
40329,yes,557,no
40330,no,3735,yes
40331,no,987,no
40332,no,26,no
40333,no,1518,no
40334,no,8535,yes
40335,yes,1527,no
40336,no,0,no
40337,no,2567,yes
40338,no,382,no
40339,no,443,yes
40340,no,9902,no
40341,no,37,no
40342,no,605,yes
40343,no,6526,no
40344,no,2074,yes
40345,yes,2374,yes
40346,no,1347,yes
40347,no,3648,yes
40348,no,1539,no
40349,no,7443,yes
40350,no,442,yes
40351,no,1021,no
40352,no,6138,no
40353,yes,5108,no
40354,no,667,no
40355,no,10583,yes
40356,yes,2088,no
40357,no,185,no
40358,no,9329,no
40359,no,147,no
40360,no,6590,no
40361,no,3083,no
40362,no,2326,no
40363,no,425,yes
40364,no,660,no
40365,no,0,no
40366,no,997,yes
40367,no,1016,no
40368,no,448,no
40369,no,771,no
40370,yes,5966,yes
40371,no,111,no
40372,no,2543,no
40373,yes,2061,yes
40374,no,723,no
40375,no,0,yes
40376,no,1803,no
40377,yes,0,no
40378,no,446,no
40379,yes,4348,yes
40380,yes,1048,no
40381,no,1998,no
40382,no,2747,no
40383,no,2887,yes
40384,no,3340,no
40385,yes,0,no
40386,no,1464,yes
40387,yes,315,no
40388,no,1363,no
40389,no,3669,no
40390,no,584,no
40391,no,1529,no
40392,no,1315,yes
40393,no,466,yes
40394,no,2383,yes
40395,yes,1254,no
40396,no,1649,yes
40397,no,1806,no
40398,yes,6281,no
40399,no,1567,no
40400,no,13164,no
40401,no,132,yes
40402,no,2787,yes
40403,no,0,yes
40404,no,482,yes
40405,no,203,yes
40406,no,1823,no
40407,no,812,no
40408,yes,88,yes
40409,no,-63,no
40410,yes,831,no
40411,no,2881,yes
40412,no,668,yes
40413,yes,73,yes
40414,no,1309,yes
40415,no,1801,no
40416,no,405,no
40417,yes,2763,yes
40418,no,1411,no
40419,no,536,yes
40420,yes,366,no
40421,yes,2959,yes
40422,no,930,yes
40423,no,18,no
40424,yes,804,no
40425,no,22856,no
40426,no,1891,no
40427,no,263,no
40428,no,3562,no
40429,no,492,no
40430,no,2273,no
40431,yes,565,no
40432,yes,3000,no
40433,yes,1101,no
40434,yes,12956,yes
40435,yes,2983,no
40436,no,0,yes
40437,no,9314,yes
40438,yes,19,yes
40439,yes,625,yes
40440,no,5511,yes
40441,no,1137,yes
40442,no,1329,yes
40443,no,1044,yes
40444,no,302,yes
40445,no,1393,no
40446,no,330,yes
40447,no,2857,yes
40448,no,0,no
40449,no,68,yes
40450,no,7781,no
40451,no,1524,yes
40452,no,2137,no
40453,no,1633,yes
40454,yes,873,no
40455,no,1167,no
40456,no,285,yes
40457,no,0,yes
40458,yes,3460,no
40459,no,507,yes
40460,no,890,no
40461,no,0,yes
40462,no,19690,no
40463,no,242,no
40464,no,47,no
40465,no,9629,no
40466,no,23592,no
40467,no,172,no
40468,yes,1824,no
40469,no,35,no
40470,no,5547,no
40471,no,5946,no
40472,no,643,yes
40473,no,592,no
40474,no,4879,no
40475,no,11904,no
40476,no,39,no
40477,no,2785,yes
40478,no,137,yes
40479,no,870,yes
40480,yes,1993,no
40481,no,8603,yes
40482,no,694,no
40483,yes,1160,no
40484,yes,110,no
40485,no,1234,no
40486,no,18016,yes
40487,yes,-74,no
40488,yes,51,yes
40489,no,1032,yes
40490,no,2892,yes
40491,no,1958,no
40492,no,473,no
40493,no,4331,no
40494,no,1942,no
40495,no,981,yes
40496,yes,6649,no
40497,no,431,yes
40498,no,2169,no
40499,no,37,no
40500,no,257,no
40501,yes,152,no
40502,no,203,yes
40503,no,0,no
40504,no,3737,yes
40505,yes,4,no
40506,yes,7005,yes
40507,no,132,no
40508,no,2093,no
40509,no,111,yes
40510,no,1258,no
40511,no,126,no
40512,no,820,no
40513,no,565,yes
40514,no,889,yes
40515,no,0,no
40516,no,6840,yes
40517,no,1694,no
40518,no,123,no
40519,no,1129,no
40520,yes,865,no
40521,yes,202,yes
40522,no,307,yes
40523,no,0,yes
40524,no,429,yes
40525,no,198,no
40526,no,4388,yes
40527,yes,523,no
40528,no,2557,yes
40529,yes,406,no
40530,yes,1599,no
40531,no,262,no
40532,yes,1551,no
40533,no,1227,no
40534,no,0,no
40535,no,3173,no
40536,no,0,no
40537,no,3122,yes
40538,no,0,no
40539,no,1113,no
40540,no,980,no
40541,no,127,no
40542,no,1541,no
40543,yes,922,yes
40544,yes,5084,no
40545,no,783,no
40546,no,3796,yes
40547,no,114,no
40548,no,302,no
40549,no,61,no
40550,yes,0,no
40551,no,281,no
40552,no,9883,yes
40553,no,8725,no
40554,no,10086,no
40555,no,185,yes
40556,no,7929,no
40557,yes,151,yes
40558,no,1093,no
40559,no,829,yes
40560,no,556,no
40561,no,4738,no
40562,yes,1700,no
40563,no,749,no
40564,no,103,yes
40565,yes,972,no
40566,no,79,yes
40567,no,154,no
40568,yes,5973,no
40569,no,1609,yes
40570,no,2489,yes
40571,no,26452,no
40572,no,1017,no
40573,yes,3913,no
40574,no,989,yes
40575,no,3,no
40576,no,5613,no
40577,no,5,no
40578,no,50,no
40579,yes,144,no
40580,no,449,no
40581,no,1486,no
40582,no,5312,no
40583,no,58,yes
40584,no,7003,no
40585,no,0,no
40586,no,1285,no
40587,no,70,no
40588,no,323,yes
40589,no,110,no
40590,no,11008,yes
40591,yes,603,no
40592,no,769,no
40593,no,0,no
40594,no,5474,yes
40595,no,5491,no
40596,no,2196,yes
40597,no,7879,no
40598,no,5549,no
40599,yes,1646,no
40600,no,1016,no
40601,no,3,no
40602,no,106,no
40603,no,4605,no
40604,no,125,no
40605,no,315,no
40606,no,115,no
40607,no,526,no
40608,no,308,no
40609,no,219,yes
40610,no,1240,yes
40611,no,569,yes
40612,no,65,no
40613,yes,1228,yes
40614,no,451,no
40615,no,1660,yes
40616,no,914,yes
40617,no,1699,yes
40618,yes,1167,yes
40619,no,12767,no
40620,no,666,no
40621,no,220,no
40622,yes,19317,yes
40623,no,3340,no
40624,yes,1646,yes
40625,no,242,yes
40626,no,40,no
40627,yes,490,no
40628,no,699,no
40629,no,382,yes
40630,no,2383,yes
40631,no,2666,yes
40632,no,1718,yes
40633,yes,1356,no
40634,no,1147,yes
40635,no,216,yes
40636,no,153,yes
40637,no,2487,no
40638,no,685,no
40639,no,3276,no
40640,no,1791,yes
40641,no,0,no
40642,no,86,yes
40643,no,6791,yes
40644,yes,160,no
40645,no,6053,no
40646,yes,41,no
40647,no,292,yes
40648,yes,3940,yes
40649,no,557,no
40650,no,1291,yes
40651,no,495,yes
40652,no,6945,no
40653,no,175,yes
40654,yes,0,no
40655,no,1548,no
40656,no,1624,yes
40657,no,2994,no
40658,yes,3140,yes
40659,yes,163,no
40660,yes,138,no
40661,yes,81,no
40662,no,938,no
40663,no,491,no
40664,no,7386,no
40665,no,1176,no
40666,no,6857,no
40667,no,2812,no
40668,no,0,yes
40669,no,5127,no
40670,no,0,yes
40671,no,74,no
40672,yes,0,yes
40673,yes,0,no
40674,no,7819,no
40675,no,64,no
40676,no,5539,yes
40677,no,162,no
40678,no,4829,no
40679,no,4717,yes
40680,no,701,yes
40681,no,3,yes
40682,yes,35,no
40683,no,405,yes
40684,no,62,no
40685,no,168,yes
40686,no,4297,yes
40687,no,66,yes
40688,no,3895,no
40689,no,10532,yes
40690,no,4693,yes
40691,no,0,no
40692,yes,501,no
40693,no,5464,no
40694,yes,201,no
40695,no,776,no
40696,no,1536,yes
40697,no,9064,yes
40698,no,6983,yes
40699,no,2,yes
40700,no,8103,no
40701,no,1536,yes
40702,no,1612,yes
40703,no,1116,no
40704,yes,171,no
40705,no,1211,yes
40706,no,96,yes
40707,no,390,yes
40708,no,795,no
40709,no,4041,no
40710,no,638,yes
40711,yes,2476,no
40712,no,2354,no
40713,no,262,no
40714,no,318,no
40715,no,6400,no
40716,no,5361,no
40717,no,697,no
40718,yes,0,yes
40719,no,1534,yes
40720,no,0,no
40721,no,145,no
40722,no,305,no
40723,yes,3403,yes
40724,yes,687,yes
40725,no,677,no
40726,no,1092,no
40727,no,1076,no
40728,no,7050,yes
40729,no,905,no
40730,no,2971,no
40731,yes,538,yes
40732,no,2600,yes
40733,no,2226,yes
40734,no,0,yes
40735,yes,1034,yes
40736,no,1944,no
40737,no,5112,no
40738,no,10861,no
40739,no,0,no
40740,no,80,no
40741,yes,250,no
40742,no,290,no
40743,no,5437,no
40744,no,108,yes
40745,yes,172,no
40746,no,0,no
40747,no,2046,no
40748,no,0,no
40749,no,10185,yes
40750,no,11115,yes
40751,yes,22867,no
40752,no,935,yes
40753,no,1425,no
40754,yes,47,no
40755,yes,1730,no
40756,no,3317,no
40757,no,3444,yes
40758,yes,1984,no
40759,no,355,no
40760,yes,4855,no
40761,no,1815,yes
40762,yes,95,no
40763,no,52587,yes
40764,no,1508,no
40765,yes,618,no
40766,no,10394,no
40767,yes,694,no
40768,no,1608,no
40769,no,805,no
40770,no,3738,no
40771,no,0,no
40772,yes,0,no
40773,no,1592,no
40774,no,3075,no
40775,no,1693,no
40776,yes,218,no
40777,no,10884,yes
40778,no,2,no
40779,no,697,yes
40780,no,0,no
40781,no,0,yes
40782,no,538,no
40783,yes,3857,no
40784,yes,1995,no
40785,no,4092,no
40786,no,6236,no
40787,no,423,no
40788,no,2427,no
40789,no,13297,no
40790,no,4365,no
40791,no,199,no
40792,no,683,no
40793,yes,201,yes
40794,no,504,no
40795,no,-32,no
40796,no,2376,no
40797,yes,73,no
40798,no,1559,no
40799,no,190,yes
40800,yes,94,yes
40801,no,2929,no
40802,no,130,no
40803,no,1215,no
40804,no,5916,no
40805,no,3450,no
40806,no,1108,no
40807,no,1311,yes
40808,yes,589,yes
40809,no,1853,yes
40810,no,4401,yes
40811,yes,199,no
40812,no,201,yes
40813,no,533,yes
40814,yes,6573,no
40815,yes,2557,yes
40816,no,631,no
40817,yes,131,no
40818,no,620,no
40819,yes,789,no
40820,yes,3840,yes
40821,no,53,no
40822,no,280,no
40823,no,1923,no
40824,yes,994,yes
40825,no,96,yes
40826,no,630,no
40827,yes,661,no
40828,yes,1600,yes
40829,yes,100,yes
40830,no,238,no
40831,yes,1435,no
40832,no,1199,no
40833,yes,260,yes
40834,yes,357,no
40835,yes,1013,yes
40836,no,125,no
40837,no,1165,no
40838,no,0,no
40839,yes,437,no
40840,yes,413,yes
40841,yes,60,no
40842,no,480,no
40843,no,4321,no
40844,no,2155,no
40845,no,4290,no
40846,no,539,no
40847,no,312,no
40848,no,0,no
40849,no,1646,no
40850,no,5291,no
40851,no,261,no
40852,no,0,no
40853,no,631,yes
40854,no,3283,yes
40855,no,1153,no
40856,yes,393,no
40857,yes,1070,yes
40858,no,141,no
40859,no,886,no
40860,no,5296,no
40861,no,181,yes
40862,yes,484,yes
40863,no,123,yes
40864,no,20422,no
40865,no,353,yes
40866,no,474,no
40867,yes,0,no
40868,no,2794,yes
40869,yes,3850,yes
40870,no,182,no
40871,yes,245,no
40872,no,2970,yes
40873,no,6991,yes
40874,no,29,yes
40875,no,11219,no
40876,no,2223,yes
40877,no,3138,no
40878,no,27696,yes
40879,no,116,yes
40880,no,280,no
40881,no,16,no
40882,no,341,no
40883,no,3420,no
40884,yes,2987,yes
40885,no,2408,no
40886,no,2,yes
40887,no,608,yes
40888,no,1331,no
40889,no,1679,yes
40890,yes,3954,no
40891,no,300,no
40892,yes,256,no
40893,yes,48,yes
40894,yes,1806,no
40895,yes,2088,no
40896,no,0,no
40897,no,386,no
40898,no,7252,no
40899,no,422,no
40900,no,1299,no
40901,no,1904,no
40902,no,113,yes
40903,no,3636,no
40904,no,462,yes
40905,yes,50,no
40906,yes,476,no
40907,no,324,no
40908,no,498,yes
40909,no,1502,no
40910,no,1610,no
40911,no,7633,no
40912,no,415,no
40913,no,86,no
40914,no,5802,no
40915,no,279,no
40916,no,354,no
40917,no,2643,yes
40918,no,4401,no
40919,no,0,no
40920,no,334,no
40921,no,1370,no
40922,yes,163,no
40923,no,905,no
40924,yes,442,no
40925,no,1337,yes
40926,no,2305,no
40927,no,56,no
40928,yes,1818,no
40929,no,1040,no
40930,no,1643,no
40931,yes,238,no
40932,no,291,no
40933,no,6843,no
40934,no,374,no
40935,no,1812,no
40936,yes,2474,no
40937,no,2064,no
40938,no,1159,no
40939,no,3271,no
40940,no,618,yes
40941,yes,1246,no
40942,no,451,yes
40943,no,10373,no
40944,no,6797,no
40945,no,1471,no
40946,no,5805,no
40947,no,0,yes
40948,no,11,yes
40949,no,0,no
40950,no,4,no
40951,no,696,no
40952,yes,1165,yes
40953,no,1785,no
40954,no,699,yes
40955,no,0,no
40956,no,1146,no
40957,no,3,no
40958,no,2465,yes
40959,yes,1388,no
40960,yes,5,no
40961,yes,41,yes
40962,no,99,no
40963,no,-8,no
40964,no,35,yes
40965,yes,802,no
40966,no,2493,no
40967,no,314,no
40968,no,341,yes
40969,no,3169,yes
40970,no,2281,no
40971,no,14,yes
40972,no,1651,no
40973,no,0,no
40974,no,611,no
40975,no,1109,no
40976,no,4785,no
40977,yes,24,no
40978,no,610,no
40979,no,523,yes
40980,no,1604,no
40981,yes,641,no
40982,no,431,yes
40983,no,39,no
40984,no,616,yes
40985,no,1301,no
40986,yes,2859,no
40987,no,3324,yes
40988,no,2079,no
40989,no,8066,no
40990,yes,231,no
40991,no,0,no
40992,no,382,no
40993,no,204,no
40994,yes,3371,no
40995,no,920,no
40996,no,30,no
40997,no,691,no
40998,yes,227,yes
40999,yes,5007,no
41000,no,113,yes
41001,yes,3160,no
41002,yes,4590,no
41003,no,1368,no
41004,no,1559,no
41005,no,882,no
41006,no,473,no
41007,no,166,no
41008,no,994,no
41009,no,3118,no
41010,yes,-67,no
41011,no,0,no
41012,no,1198,no
41013,no,2279,no
41014,no,13014,yes
41015,no,305,no
41016,no,9367,yes
41017,no,4233,no
41018,no,0,no
41019,yes,499,no
41020,yes,2067,yes
41021,no,376,yes
41022,no,842,yes
41023,yes,1471,no
41024,no,3115,no
41025,no,1228,no
41026,no,877,no
41027,no,5164,no
41028,yes,3363,no
41029,no,6483,no
41030,no,1235,yes
41031,no,453,no
41032,no,1,yes
41033,no,1737,no
41034,no,1227,no
41035,no,775,yes
41036,no,6027,no
41037,no,10776,no
41038,no,1276,yes
41039,no,18111,yes
41040,no,2026,no
41041,no,2301,no
41042,no,6844,no
41043,no,169,no
41044,no,486,no
41045,no,775,no
41046,no,1433,no
41047,no,44,yes
41048,no,255,yes
41049,no,1778,no
41050,no,263,no
41051,no,579,no
41052,no,926,yes
41053,no,4833,no
41054,no,3368,no
41055,no,5701,no
41056,no,1506,yes
41057,no,60,no
41058,yes,373,no
41059,yes,777,no
41060,yes,332,no
41061,no,846,no
41062,no,2843,yes
41063,no,47,no
41064,yes,902,no
41065,no,444,yes
41066,no,557,yes
41067,no,145,no
41068,no,535,yes
41069,no,614,no
41070,no,2671,yes
41071,yes,271,yes
41072,yes,896,yes
41073,no,272,yes
41074,no,479,no
41075,no,16432,no
41076,no,210,no
41077,no,528,yes
41078,yes,2976,no
41079,no,209,yes
41080,yes,226,yes
41081,no,12607,no
41082,no,1974,yes
41083,yes,942,yes
41084,yes,1228,no
41085,yes,336,yes
41086,yes,220,no
41087,yes,551,no
41088,no,300,no
41089,no,4147,yes
41090,no,7218,no
41091,no,0,no
41092,yes,11766,no
41093,yes,1577,no
41094,no,8023,no
41095,yes,-306,yes
41096,no,1179,no
41097,no,0,no
41098,no,1123,no
41099,no,2575,no
41100,no,4623,yes
41101,no,276,yes
41102,no,15265,no
41103,no,139,no
41104,no,0,yes
41105,no,1441,no
41106,yes,241,no
41107,no,1189,yes
41108,no,1227,no
41109,no,0,no
41110,yes,591,no
41111,no,7585,no
41112,yes,948,no
41113,yes,982,no
41114,no,7,no
41115,no,431,yes
41116,yes,2218,yes
41117,no,1394,no
41118,no,763,no
41119,yes,953,no
41120,no,696,no
41121,no,1495,yes
41122,yes,828,yes
41123,no,585,no
41124,no,609,no
41125,yes,556,yes
41126,no,2506,no
41127,no,1128,no
41128,no,10171,no
41129,no,1741,no
41130,no,583,no
41131,no,12972,yes
41132,no,883,no
41133,no,3794,no
41134,no,948,yes
41135,no,48,yes
41136,no,0,no
41137,no,136,no
41138,no,445,no
41139,no,0,yes
41140,yes,3751,no
41141,no,2688,no
41142,yes,-600,no
41143,no,0,yes
41144,no,4083,no
41145,no,3812,no
41146,yes,537,yes
41147,no,1938,yes
41148,no,5,yes
41149,yes,9131,yes
41150,no,2209,no
41151,no,1080,no
41152,no,0,no
41153,no,443,yes
41154,no,629,no
41155,no,256,no
41156,no,6320,no
41157,no,1458,no
41158,no,0,no
41159,no,132,yes
41160,no,1612,no
41161,no,4111,no
41162,no,553,no
41163,no,3704,yes
41164,yes,2658,yes
41165,no,3411,yes
41166,yes,407,no
41167,yes,0,no
41168,no,1,yes
41169,no,10905,yes
41170,no,976,yes
41171,no,0,no
41172,no,2531,yes
41173,no,1270,yes
41174,no,5359,yes
41175,no,139,no
41176,no,10596,yes
41177,no,5871,no
41178,no,80,no
41179,no,1,no
41180,no,691,yes
41181,no,4859,no
41182,no,67,yes
41183,no,10253,no
41184,no,347,yes
41185,no,9962,yes
41186,no,2239,yes
41187,yes,1978,no
41188,no,0,no
41189,no,11862,yes
41190,yes,1797,no
41191,no,8514,no
41192,no,1925,no
41193,yes,0,yes
41194,no,3186,no
41195,no,24,no
41196,no,228,no
41197,no,519,no
41198,no,1756,yes
41199,no,4068,yes
41200,no,0,no
41201,no,368,yes
41202,yes,1010,no
41203,no,385,no
41204,yes,1406,yes
41205,no,197,yes
41206,no,781,no
41207,no,967,no
41208,yes,5310,yes
41209,no,1746,no
41210,no,215,yes
41211,no,106,yes
41212,no,2063,no
41213,no,3090,no
41214,yes,18,no
41215,no,211,no
41216,no,0,yes
41217,yes,363,yes
41218,no,630,no
41219,no,1251,no
41220,yes,1046,yes
41221,no,469,yes
41222,no,35,no
41223,no,10,no
41224,yes,1314,no
41225,yes,0,no
41226,no,3252,no
41227,no,2326,yes
41228,no,3370,yes
41229,no,5741,no
41230,no,144,yes
41231,yes,733,yes
41232,no,474,yes
41233,no,377,no
41234,yes,-309,yes
41235,yes,3733,no
41236,no,6728,yes
41237,no,5584,yes
41238,no,227,no
41239,no,16,no
41240,yes,61,yes
41241,no,1047,yes
41242,no,2651,no
41243,no,14170,no
41244,no,21,no
41245,no,265,yes
41246,no,117,yes
41247,no,2346,no
41248,no,5473,yes
41249,no,165,no
41250,no,1313,no
41251,no,1943,no
41252,no,5,no
41253,no,116,no
41254,no,16517,no
41255,no,2430,no
41256,yes,2337,no
41257,no,680,no
41258,no,676,no
41259,yes,0,no
41260,yes,1810,no
41261,no,8494,no
41262,no,5631,no
41263,yes,106,yes
41264,yes,127,yes
41265,no,324,no
41266,no,369,no
41267,no,8564,no
41268,no,67,no
41269,no,65,no
41270,no,17875,no
41271,no,1281,no
41272,no,506,no
41273,no,3,yes
41274,yes,745,no
41275,no,380,yes
41276,no,0,yes
41277,no,1519,no
41278,no,255,yes
41279,no,2145,yes
41280,yes,3466,no
41281,yes,9,no
41282,yes,730,no
41283,no,91,yes
41284,yes,3064,no
41285,yes,992,no
41286,no,1853,yes
41287,no,11262,yes
41288,no,620,no
41289,no,399,no
41290,no,1702,no
41291,no,0,yes
41292,no,3056,no
41293,no,34,yes
41294,no,1129,yes
41295,no,294,yes
41296,no,108,yes
41297,yes,1696,yes
41298,no,385,no
41299,no,1596,no
41300,no,331,yes
41301,no,40,no
41302,no,2582,no
41303,no,854,yes
41304,no,404,no
41305,no,382,no
41306,yes,223,yes
41307,yes,40,yes
41308,no,97,no
41309,no,1341,no
41310,no,2048,yes
41311,no,3689,yes
41312,no,11,no
41313,no,323,no
41314,yes,539,yes
41315,no,590,yes
41316,no,27,no
41317,no,1612,no
41318,no,2820,no
41319,yes,660,no
41320,no,780,yes
41321,no,31,no
41322,yes,289,no
41323,no,2583,no
41324,no,38,no
41325,no,0,no
41326,yes,1535,no
41327,no,937,no
41328,no,612,no
41329,yes,4985,no
41330,yes,93,no
41331,no,0,no
41332,yes,1464,yes
41333,yes,7546,no
41334,no,1311,yes
41335,yes,7,yes
41336,no,220,no
41337,no,207,no
41338,yes,636,yes
41339,no,13,no
41340,no,24277,yes
41341,no,1026,no
41342,no,1564,no
41343,no,0,no
41344,no,1872,yes
41345,no,490,yes
41346,no,2632,no
41347,yes,0,no
41348,no,747,no
41349,no,2340,no
41350,no,980,no
41351,yes,953,no
41352,no,250,no
41353,no,118,yes
41354,yes,4119,yes
41355,no,243,no
41356,yes,99,no
41357,yes,1504,yes
41358,yes,285,no
41359,yes,2960,no
41360,yes,2087,yes
41361,no,15,no
41362,yes,6649,no
41363,no,5689,yes
41364,yes,748,no
41365,no,1231,yes
41366,no,7620,no
41367,no,652,no
41368,yes,201,yes
41369,no,191,no
41370,no,869,no
41371,yes,1429,yes
41372,no,557,no
41373,no,922,no
41374,no,59649,no
41375,no,7702,no
41376,no,2894,no
41377,yes,119,yes
41378,no,4,no
41379,no,816,no
41380,yes,970,no
41381,no,200,no
41382,yes,17964,yes
41383,no,1849,no
41384,yes,886,no
41385,no,2287,no
41386,no,310,no
41387,no,103,no
41388,no,1298,no
41389,no,4129,no
41390,no,1113,yes
41391,no,1596,yes
41392,no,2635,yes
41393,yes,162,yes
41394,no,183,no
41395,yes,568,yes
41396,no,2626,yes
41397,no,4752,yes
41398,yes,973,no
41399,yes,528,yes
41400,yes,1198,no
41401,yes,764,no
41402,no,4,no
41403,no,1270,no
41404,no,2552,yes
41405,no,653,yes
41406,no,0,no
41407,no,2033,yes
41408,yes,0,no
41409,yes,86,no
41410,no,3343,yes
41411,no,995,yes
41412,no,994,no
41413,no,6199,no
41414,no,313,no
41415,yes,40,no
41416,no,7968,yes
