,y,loan,bank_arg1
40727,no,no,0.19
40728,yes,no,0.56
40729,no,no,0.13
40730,no,no,0.11
40731,yes,no,0.5
40732,yes,no,0.6
40733,yes,no,0.55
40734,yes,no,0.58
40735,yes,no,0.6
40736,no,no,0.18
40737,no,no,0.12
40738,no,no,0.13
40739,no,no,0.17
40740,no,no,0.13
40741,no,no,0.15
40742,no,no,0.16
40743,no,no,0.18
40744,yes,no,0.5
40745,no,no,0.2
40746,no,yes,0.39
40747,no,no,0.11
40748,no,no,0.18
40749,yes,no,0.54
40750,yes,no,0.58
40751,no,no,0.19
40752,yes,no,0.56
40753,no,no,0.12
40754,no,no,0.18
40755,no,no,0.16
40756,no,no,0.14
40757,yes,no,0.56
40758,no,no,0.2
40759,no,no,0.15
40760,no,no,0.19
40761,yes,no,0.59
40762,no,no,0.16
40763,yes,no,0.57
40764,no,no,0.13
40765,no,yes,0.33
40766,no,no,0.11
40767,no,no,0.19
40768,no,no,0.13
40769,no,no,0.11
40770,no,no,0.19
40771,no,no,0.12
40772,no,no,0.17
40773,no,no,0.15
40774,no,no,0.17
40775,no,no,0.11
40776,no,yes,0.35
40777,yes,no,0.54
40778,no,no,0.11
40779,yes,no,0.59
40780,no,no,0.11
40781,yes,no,0.58
40782,no,no,0.14
40783,no,no,0.12
40784,no,no,0.1
40785,no,no,0.16
40786,no,no,0.2
40787,no,no,0.17
40788,no,no,0.17
40789,no,no,0.18
40790,no,no,0.12
40791,no,no,0.16
40792,no,no,0.19
40793,yes,no,0.53
40794,no,no,0.15
40795,no,yes,0.36
40796,no,no,0.14
40797,no,no,0.14
40798,no,no,0.18
40799,yes,no,0.52
40800,yes,no,0.51
40801,no,no,0.15
40802,no,no,0.2
40803,no,no,0.18
40804,no,no,0.12
40805,no,no,0.11
40806,no,no,0.17
40807,yes,no,0.51
40808,yes,no,0.6
40809,yes,no,0.58
40810,yes,no,0.53
40811,no,yes,0.31
40812,yes,no,0.56
40813,yes,no,0.53
40814,no,no,0.16
40815,yes,no,0.52
40816,no,no,0.16
40817,no,no,0.1
40818,no,no,0.16
40819,no,yes,0.36
40820,yes,no,0.54
40821,no,no,0.17
40822,no,no,0.13
40823,no,no,0.11
40824,yes,no,0.56
40825,yes,no,0.56
40826,no,no,0.16
40827,no,no,0.1
40828,yes,yes,0.76
40829,yes,no,0.53
40830,no,no,0.16
40831,no,no,0.13
40832,no,yes,0.37
40833,yes,no,0.56
40834,no,no,0.1
40835,yes,no,0.52
40836,no,no,0.11
40837,no,no,0.1
40838,no,no,0.16
40839,no,no,0.14
40840,yes,no,0.6
40841,no,yes,0.3
40842,no,no,0.12
40843,no,no,0.1
40844,no,yes,0.33
40845,no,no,0.19
40846,no,no,0.16
40847,no,no,0.11
40848,no,no,0.12
40849,no,no,0.16
40850,no,no,0.15
40851,no,no,0.1
40852,no,no,0.16
40853,yes,no,0.51
40854,yes,no,0.57
40855,no,no,0.2
40856,no,no,0.17
40857,yes,no,0.58
40858,no,no,0.13
40859,no,no,0.2
40860,no,no,0.1
40861,yes,no,0.52
40862,yes,no,0.56
40863,yes,no,0.54
40864,no,no,0.19
40865,yes,no,0.6
40866,no,no,0.13
40867,no,no,0.15
40868,yes,no,0.5
40869,yes,no,0.5
40870,no,no,0.17
40871,no,yes,0.4
40872,yes,no,0.5
40873,yes,no,0.54
40874,yes,no,0.6
40875,no,no,0.13
40876,yes,no,0.55
40877,no,no,0.1
40878,yes,no,0.53
40879,yes,no,0.53
40880,no,no,0.14
40881,no,no,0.16
40882,no,no,0.19
40883,no,no,0.2
40884,yes,no,0.6
40885,no,no,0.12
40886,yes,no,0.56
40887,yes,no,0.55
40888,no,no,0.2
40889,yes,no,0.53
40890,no,no,0.16
40891,no,no,0.16
40892,no,no,0.13
40893,yes,no,0.59
40894,no,no,0.2
40895,no,no,0.19
40896,no,no,0.19
40897,no,no,0.11
40898,no,no,0.15
40899,no,no,0.18
40900,no,no,0.1
40901,no,no,0.13
40902,yes,no,0.5
40903,no,no,0.16
40904,yes,no,0.56
40905,no,no,0.19
40906,no,no,0.13
40907,no,no,0.14
40908,yes,no,0.59
40909,no,no,0.18
40910,no,no,0.13
40911,no,no,0.1
40912,no,no,0.13
40913,no,no,0.19
40914,no,no,0.18
40915,no,no,0.17
40916,no,no,0.19
40917,yes,no,0.51
40918,no,no,0.15
40919,no,no,0.19
40920,no,no,0.15
40921,no,no,0.15
40922,no,no,0.1
40923,no,no,0.18
40924,no,no,0.18
40925,yes,no,0.58
40926,no,no,0.14
40927,no,no,0.12
40928,no,yes,0.33
40929,no,no,0.16
40930,no,no,0.17
40931,no,no,0.16
40932,no,no,0.19
40933,no,no,0.17
40934,no,no,0.17
40935,no,no,0.1
40936,no,no,0.2
40937,no,no,0.19
40938,no,no,0.18
40939,no,no,0.14
40940,yes,no,0.6
40941,no,no,0.19
40942,yes,no,0.52
40943,no,no,0.19
40944,no,no,0.19
40945,no,no,0.14
40946,no,no,0.19
40947,yes,no,0.56
40948,yes,no,0.51
40949,no,no,0.1
40950,no,no,0.11
40951,no,yes,0.36
40952,yes,no,0.55
40953,no,no,0.19
40954,yes,no,0.55
40955,no,no,0.16
40956,no,no,0.11
40957,no,no,0.1
40958,yes,no,0.55
40959,no,no,0.14
40960,no,yes,0.31
40961,yes,no,0.55
40962,no,no,0.19
40963,no,no,0.17
40964,yes,no,0.56
40965,no,no,0.15
40966,no,no,0.13
40967,no,no,0.12
40968,yes,no,0.52
40969,yes,no,0.58
40970,no,no,0.18
40971,yes,no,0.5
40972,no,no,0.17
40973,no,no,0.18
40974,no,no,0.15
40975,no,no,0.13
40976,no,no,0.16
40977,no,no,0.1
40978,no,no,0.11
40979,yes,no,0.54
40980,no,no,0.11
40981,no,no,0.1
40982,yes,no,0.56
40983,no,no,0.1
40984,yes,no,0.59
40985,no,no,0.14
40986,no,no,0.16
40987,yes,no,0.56
40988,no,no,0.11
40989,no,no,0.13
40990,no,yes,0.3
40991,no,no,0.14
40992,no,no,0.11
40993,no,no,0.11
40994,no,yes,0.31
40995,no,no,0.19
40996,no,no,0.12
40997,no,no,0.12
40998,yes,yes,0.8
40999,no,no,0.2
41000,yes,no,0.51
41001,no,no,0.11
41002,no,no,0.12
41003,no,no,0.12
41004,no,no,0.13
41005,no,no,0.13
41006,no,yes,0.35
41007,no,no,0.13
41008,no,no,0.17
41009,no,no,0.12
41010,no,no,0.17
41011,no,no,0.15
41012,no,no,0.18
41013,no,no,0.12
41014,yes,no,0.51
41015,no,no,0.19
41016,yes,no,0.53
41017,no,no,0.15
41018,no,no,0.16
41019,no,no,0.12
41020,yes,no,0.58
41021,yes,no,0.56
41022,yes,no,0.54
41023,no,yes,0.4
41024,no,no,0.11
41025,no,no,0.13
41026,no,no,0.17
41027,no,no,0.18
41028,no,yes,0.34
41029,no,no,0.12
41030,yes,no,0.52
41031,no,no,0.2
41032,yes,no,0.55
41033,no,no,0.11
41034,no,no,0.19
41035,yes,no,0.5
41036,no,no,0.1
41037,no,no,0.13
41038,yes,no,0.56
41039,yes,no,0.55
41040,no,no,0.14
41041,no,no,0.2
41042,no,no,0.16
41043,no,no,0.17
41044,no,no,0.2
41045,no,no,0.1
41046,no,no,0.14
41047,yes,no,0.58
41048,yes,no,0.56
41049,no,no,0.16
41050,no,no,0.16
41051,no,no,0.1
41052,yes,no,0.58
41053,no,no,0.1
41054,no,no,0.19
41055,no,no,0.1
41056,yes,no,0.52
41057,no,no,0.16
41058,no,no,0.19
41059,no,no,0.18
41060,no,no,0.14
41061,no,no,0.19
41062,yes,no,0.51
41063,no,no,0.15
41064,no,no,0.17
41065,yes,no,0.56
41066,yes,no,0.51
41067,no,no,0.12
41068,yes,no,0.55
41069,no,no,0.19
41070,yes,no,0.54
41071,yes,no,0.5
41072,yes,no,0.55
41073,yes,no,0.6
41074,no,no,0.18
41075,no,no,0.12
41076,no,no,0.11
41077,yes,no,0.6
41078,no,no,0.16
41079,yes,no,0.52
41080,yes,no,0.57
41081,no,no,0.13
41082,yes,no,0.52
41083,yes,no,0.51
41084,no,no,0.14
41085,yes,no,0.59
41086,no,no,0.14
41087,no,no,0.14
41088,no,no,0.17
41089,yes,no,0.55
41090,no,no,0.1
41091,no,no,0.12
41092,no,no,0.12
41093,no,yes,0.35
41094,no,no,0.1
41095,yes,no,0.58
41096,no,no,0.18
41097,no,no,0.11
41098,no,no,0.11
41099,no,no,0.17
41100,yes,no,0.54
41101,yes,no,0.52
41102,no,no,0.18
41103,no,no,0.12
41104,yes,no,0.59
41105,no,no,0.14
41106,no,no,0.18
41107,yes,no,0.56
41108,no,no,0.2
41109,no,no,0.13
41110,no,no,0.13
41111,no,no,0.13
41112,no,no,0.14
41113,no,no,0.17
41114,no,no,0.2
41115,yes,no,0.58
41116,yes,no,0.55
41117,no,no,0.19
41118,no,no,0.15
41119,no,no,0.2
41120,no,no,0.12
41121,yes,no,0.56
41122,yes,no,0.57
41123,no,no,0.17
41124,no,no,0.12
41125,yes,no,0.6
41126,no,no,0.18
41127,no,no,0.13
41128,no,no,0.13
41129,no,no,0.16
41130,no,no,0.17
41131,yes,no,0.56
41132,no,no,0.12
41133,no,no,0.2
41134,yes,no,0.6
41135,yes,no,0.59
41136,no,no,0.11
41137,no,no,0.1
41138,no,no,0.19
41139,yes,no,0.59
41140,no,no,0.18
41141,no,no,0.18
41142,no,no,0.17
41143,yes,no,0.58
41144,no,no,0.12
41145,no,no,0.2
41146,yes,no,0.59
41147,yes,yes,0.77
41148,yes,no,0.54
41149,yes,no,0.51
41150,no,no,0.2
41151,no,no,0.18
41152,no,no,0.11
41153,yes,no,0.53
41154,no,no,0.18
41155,no,no,0.2
41156,no,no,0.11
41157,no,no,0.12
41158,no,no,0.1
41159,yes,no,0.51
41160,no,no,0.1
41161,no,yes,0.34
41162,no,no,0.2
41163,yes,no,0.58
41164,yes,no,0.55
41165,yes,no,0.55
41166,no,yes,0.4
41167,no,yes,0.34
41168,yes,no,0.58
41169,yes,no,0.51
41170,yes,no,0.6
41171,no,no,0.14
41172,yes,no,0.59
41173,yes,no,0.53
41174,yes,no,0.5
41175,no,no,0.11
41176,yes,no,0.5
41177,no,no,0.17
41178,no,no,0.12
41179,no,no,0.11
41180,yes,no,0.53
41181,no,no,0.17
41182,yes,no,0.55
41183,no,no,0.13
41184,yes,no,0.55
41185,yes,no,0.51
41186,yes,no,0.51
41187,no,no,0.17
41188,no,no,0.1
41189,yes,no,0.6
41190,no,no,0.1
41191,no,no,0.2
41192,no,no,0.19
41193,yes,no,0.54
41194,no,no,0.2
41195,no,no,0.18
41196,no,no,0.1
41197,no,no,0.19
41198,yes,no,0.55
41199,yes,no,0.53
41200,no,no,0.13
41201,yes,no,0.55
41202,no,no,0.2
41203,no,no,0.12
41204,yes,no,0.56
41205,yes,no,0.52
41206,no,no,0.11
41207,no,no,0.13
41208,yes,no,0.56
41209,no,no,0.12
41210,yes,no,0.58
41211,yes,no,0.58
41212,no,no,0.19
41213,no,no,0.16
41214,no,no,0.17
41215,no,no,0.17
41216,yes,yes,0.76
41217,yes,no,0.51
41218,no,no,0.11
41219,no,no,0.1
41220,yes,no,0.6
41221,yes,no,0.53
41222,no,no,0.1
41223,no,no,0.17
41224,no,no,0.15
41225,no,no,0.13
41226,no,no,0.13
41227,yes,yes,0.7
41228,yes,no,0.59
41229,no,no,0.14
41230,yes,no,0.57
41231,yes,no,0.58
41232,yes,no,0.59
41233,no,no,0.12
41234,yes,no,0.53
41235,no,no,0.18
41236,yes,no,0.57
41237,yes,no,0.58
41238,no,no,0.17
41239,no,no,0.16
41240,yes,no,0.55
41241,yes,no,0.58
41242,no,no,0.18
41243,no,no,0.11
41244,no,no,0.12
41245,yes,no,0.59
41246,yes,no,0.59
41247,no,no,0.12
41248,yes,no,0.52
41249,no,no,0.12
41250,no,no,0.1
41251,no,no,0.13
41252,no,no,0.14
41253,no,no,0.14
41254,no,no,0.14
41255,no,no,0.18
41256,no,no,0.14
41257,no,no,0.1
41258,no,no,0.13
41259,no,no,0.15
41260,no,no,0.2
41261,no,no,0.18
41262,no,no,0.17
41263,yes,no,0.59
41264,yes,no,0.5
41265,no,no,0.11
41266,no,no,0.1
41267,no,no,0.17
41268,no,no,0.2
41269,no,no,0.17
41270,no,no,0.13
41271,no,no,0.14
41272,no,no,0.15
41273,yes,no,0.56
41274,no,yes,0.37
41275,yes,no,0.52
41276,yes,no,0.54
41277,no,no,0.15
41278,yes,no,0.54
41279,yes,no,0.59
41280,no,no,0.18
41281,no,no,0.14
41282,no,no,0.19
41283,yes,no,0.54
41284,no,no,0.1
41285,no,no,0.12
41286,yes,no,0.55
41287,yes,no,0.53
41288,no,no,0.19
41289,no,no,0.17
41290,no,no,0.14
41291,yes,no,0.56
41292,no,no,0.15
41293,yes,no,0.52
41294,yes,no,0.56
41295,yes,no,0.55
41296,yes,no,0.5
41297,yes,no,0.59
41298,no,no,0.2
41299,no,no,0.1
41300,yes,no,0.53
41301,no,no,0.2
41302,no,no,0.11
41303,yes,no,0.5
41304,no,no,0.11
41305,no,no,0.19
41306,yes,no,0.55
41307,yes,no,0.53
41308,no,no,0.19
41309,no,no,0.12
41310,yes,no,0.55
41311,yes,no,0.5
41312,no,yes,0.34
41313,no,no,0.18
41314,yes,no,0.6
41315,yes,no,0.51
41316,no,no,0.2
41317,no,no,0.1
41318,no,no,0.1
41319,no,no,0.18
41320,yes,no,0.51
41321,no,no,0.11
41322,no,yes,0.39
41323,no,no,0.13
41324,no,no,0.18
41325,no,no,0.13
41326,no,no,0.12
41327,no,no,0.17
41328,no,no,0.16
41329,no,no,0.12
41330,no,no,0.16
41331,no,no,0.18
41332,yes,no,0.52
41333,no,no,0.17
41334,yes,no,0.59
41335,yes,no,0.6
41336,no,no,0.11
41337,no,no,0.15
41338,yes,no,0.54
41339,no,no,0.19
41340,yes,no,0.56
41341,no,no,0.11
41342,no,no,0.13
41343,no,no,0.18
41344,yes,no,0.51
41345,yes,no,0.56
41346,no,no,0.2
41347,no,no,0.14
41348,no,no,0.15
41349,no,no,0.14
41350,no,no,0.15
41351,no,no,0.16
41352,no,no,0.14
41353,yes,no,0.54
41354,yes,yes,0.79
41355,no,no,0.19
41356,no,yes,0.35
41357,yes,no,0.6
41358,no,no,0.15
41359,no,no,0.19
41360,yes,no,0.52
41361,no,no,0.13
41362,no,no,0.11
41363,yes,no,0.54
41364,no,no,0.19
41365,yes,no,0.54
41366,no,no,0.13
41367,no,no,0.14
41368,yes,no,0.54
41369,no,no,0.17
41370,no,no,0.19
41371,yes,no,0.59
41372,no,no,0.13
41373,no,no,0.12
41374,no,no,0.17
41375,no,no,0.2
41376,no,no,0.13
41377,yes,no,0.53
41378,no,no,0.1
41379,no,no,0.17
41380,no,no,0.17
41381,no,no,0.14
41382,yes,no,0.53
41383,no,no,0.14
41384,no,no,0.13
41385,no,no,0.15
41386,no,no,0.13
41387,no,no,0.18
41388,no,no,0.12
41389,no,no,0.1
41390,yes,no,0.56
41391,yes,no,0.56
41392,yes,no,0.51
41393,yes,no,0.54
41394,no,no,0.18
41395,yes,no,0.51
41396,yes,no,0.53
41397,yes,no,0.54
41398,no,no,0.11
41399,yes,no,0.6
41400,no,no,0.13
41401,no,no,0.18
41402,no,no,0.17
41403,no,no,0.17
41404,yes,no,0.53
41405,yes,no,0.53
41406,no,no,0.13
41407,yes,no,0.51
41408,no,yes,0.38
41409,no,no,0.15
41410,yes,no,0.5
41411,yes,no,0.57
41412,no,no,0.11
41413,no,no,0.19
41414,no,yes,0.34
41415,no,no,0.15
41416,yes,no,0.59
41417,no,no,0.16
41418,yes,no,0.55
41419,no,yes,0.32
41420,no,no,0.2
41421,no,no,0.19
41422,yes,no,0.57
41423,no,no,0.16
41424,no,no,0.17
41425,yes,no,0.52
41426,no,no,0.12
41427,yes,no,0.5
41428,yes,no,0.54
41429,no,no,0.15
41430,no,no,0.15
41431,no,no,0.11
41432,no,no,0.13
41433,no,no,0.17
41434,no,no,0.11
41435,no,no,0.2
41436,yes,no,0.6
41437,yes,no,0.54
41438,yes,no,0.51
41439,yes,no,0.55
41440,yes,no,0.54
41441,no,no,0.16
41442,no,no,0.12
41443,no,no,0.17
41444,yes,no,0.54
41445,no,no,0.11
41446,no,no,0.16
41447,no,no,0.17
41448,no,no,0.12
41449,no,no,0.18
41450,no,no,0.1
41451,yes,no,0.54
41452,yes,no,0.51
41453,yes,no,0.51
41454,no,no,0.18
41455,yes,no,0.58
41456,yes,no,0.58
41457,no,no,0.14
41458,no,no,0.12
41459,no,yes,0.4
41460,no,no,0.2
41461,no,no,0.13
41462,no,no,0.17
41463,no,no,0.1
41464,no,no,0.11
41465,yes,no,0.6
41466,no,no,0.2
41467,no,no,0.14
41468,yes,no,0.51
41469,no,no,0.15
41470,no,no,0.16
41471,no,yes,0.35
41472,yes,no,0.59
41473,yes,no,0.57
41474,no,no,0.12
41475,yes,no,0.5
41476,no,no,0.16
41477,no,no,0.18
41478,no,no,0.18
41479,no,yes,0.38
41480,no,no,0.2
41481,yes,no,0.51
41482,yes,no,0.53
41483,no,no,0.2
41484,yes,no,0.52
41485,no,no,0.19
41486,yes,no,0.57
41487,yes,no,0.54
41488,no,no,0.15
41489,yes,no,0.57
41490,yes,no,0.56
41491,no,no,0.15
41492,yes,no,0.58
41493,yes,no,0.55
41494,yes,no,0.58
41495,no,no,0.19
41496,no,no,0.18
41497,yes,no,0.52
41498,yes,no,0.5
41499,yes,no,0.54
41500,no,no,0.11
41501,no,no,0.11
41502,yes,no,0.56
41503,yes,yes,0.7
41504,no,no,0.11
41505,yes,no,0.57
41506,yes,no,0.54
41507,no,no,0.11
41508,yes,no,0.6
41509,yes,no,0.53
41510,yes,no,0.59
41511,yes,no,0.52
41512,yes,no,0.51
41513,no,yes,0.31
41514,yes,no,0.59
41515,yes,no,0.54
41516,no,no,0.18
41517,no,no,0.11
41518,yes,no,0.53
41519,no,no,0.14
41520,no,no,0.14
41521,no,no,0.11
41522,no,no,0.11
41523,no,yes,0.34
41524,no,no,0.2
41525,yes,no,0.6
41526,no,no,0.18
41527,no,no,0.15
41528,yes,no,0.57
41529,yes,yes,0.78
41530,no,no,0.11
41531,yes,no,0.57
41532,yes,no,0.58
41533,no,yes,0.31
41534,no,no,0.18
41535,no,no,0.18
41536,yes,no,0.52
41537,no,no,0.13
41538,no,no,0.16
41539,no,no,0.1
41540,no,no,0.2
41541,no,no,0.13
41542,yes,no,0.55
41543,no,no,0.12
41544,no,no,0.13
41545,no,no,0.16
41546,no,no,0.2
41547,yes,no,0.59
41548,no,no,0.1
41549,yes,no,0.51
41550,yes,no,0.52
41551,no,no,0.18
41552,yes,no,0.57
41553,no,no,0.17
41554,yes,no,0.55
41555,yes,no,0.58
41556,yes,no,0.53
41557,yes,no,0.59
41558,no,no,0.12
41559,yes,no,0.55
41560,yes,no,0.6
41561,yes,no,0.52
41562,yes,no,0.59
41563,no,no,0.11
41564,no,no,0.11
41565,no,no,0.15
41566,yes,yes,0.8
41567,no,no,0.1
41568,no,no,0.19
41569,yes,no,0.5
41570,no,no,0.14
41571,yes,no,0.52
41572,yes,no,0.52
41573,yes,no,0.55
41574,yes,no,0.55
41575,yes,no,0.59
41576,yes,no,0.6
41577,yes,no,0.55
41578,yes,no,0.54
41579,yes,no,0.51
41580,no,no,0.13
41581,yes,no,0.57
41582,yes,no,0.51
41583,yes,no,0.5
41584,no,no,0.19
41585,yes,no,0.53
41586,no,no,0.12
41587,no,no,0.18
41588,yes,no,0.6
41589,yes,no,0.54
41590,no,no,0.14
41591,yes,no,0.58
41592,no,no,0.17
41593,no,no,0.19
41594,no,no,0.18
41595,yes,no,0.59
41596,yes,no,0.55
41597,no,no,0.16
41598,no,no,0.14
41599,no,no,0.17
41600,no,no,0.13
41601,no,no,0.17
41602,no,no,0.11
41603,yes,no,0.5
41604,no,no,0.11
41605,yes,no,0.56
41606,yes,no,0.6
41607,yes,no,0.5
41608,yes,no,0.57
41609,no,no,0.11
41610,yes,no,0.51
41611,yes,no,0.53
41612,no,no,0.17
41613,yes,no,0.52
41614,yes,no,0.59
41615,yes,no,0.58
41616,no,no,0.16
41617,yes,no,0.5
41618,no,no,0.13
41619,no,no,0.19
41620,no,no,0.16
41621,yes,no,0.59
41622,no,no,0.1
41623,no,no,0.15
41624,no,no,0.14
41625,no,no,0.17
41626,no,no,0.18
41627,yes,no,0.6
41628,no,no,0.14
41629,no,no,0.16
41630,no,no,0.19
41631,no,no,0.15
41632,no,no,0.18
41633,no,yes,0.38
41634,no,no,0.19
41635,yes,no,0.58
41636,no,no,0.15
41637,no,no,0.17
41638,yes,no,0.6
41639,yes,no,0.51
41640,no,yes,0.34
41641,yes,no,0.58
41642,no,no,0.2
41643,yes,no,0.56
41644,yes,no,0.58
41645,no,no,0.17
41646,no,no,0.12
41647,no,no,0.16
41648,yes,no,0.55
41649,no,no,0.16
41650,no,no,0.11
41651,yes,no,0.59
41652,no,no,0.19
41653,no,no,0.14
41654,yes,no,0.55
41655,yes,no,0.51
41656,no,no,0.2
41657,no,yes,0.3
41658,yes,no,0.57
41659,no,no,0.18
41660,no,no,0.11
41661,no,no,0.1
41662,no,no,0.2
41663,no,no,0.2
41664,no,no,0.17
41665,no,no,0.17
41666,no,no,0.12
41667,no,no,0.16
41668,no,no,0.18
41669,no,no,0.15
41670,no,no,0.1
41671,no,no,0.13
41672,no,no,0.19
41673,no,no,0.18
41674,yes,no,0.51
41675,yes,no,0.59
41676,no,no,0.14
41677,no,no,0.13
41678,yes,no,0.52
41679,no,no,0.1
41680,no,no,0.13
41681,yes,no,0.59
41682,yes,no,0.57
41683,yes,no,0.58
41684,no,no,0.18
41685,no,no,0.17
41686,no,no,0.2
41687,no,no,0.2
41688,no,no,0.17
41689,no,no,0.18
41690,yes,no,0.6
41691,no,no,0.12
41692,no,no,0.19
41693,no,no,0.2
41694,no,no,0.12
41695,yes,no,0.5
41696,yes,no,0.53
41697,no,no,0.14
41698,no,no,0.11
41699,no,no,0.15
41700,yes,no,0.57
41701,no,no,0.2
41702,no,no,0.17
41703,yes,no,0.58
41704,yes,no,0.55
41705,no,no,0.18
41706,no,no,0.2
41707,no,no,0.11
41708,no,no,0.19
41709,yes,no,0.54
41710,no,no,0.16
41711,yes,no,0.59
41712,no,yes,0.4
41713,no,no,0.19
41714,yes,no,0.58
41715,no,no,0.18
41716,no,no,0.1
41717,no,no,0.14
41718,no,yes,0.34
41719,no,no,0.2
41720,no,no,0.18
41721,no,no,0.2
41722,no,no,0.17
41723,yes,no,0.52
41724,no,no,0.16
41725,no,no,0.15
41726,no,no,0.1
41727,no,no,0.16
41728,yes,no,0.51
41729,no,no,0.17
41730,no,no,0.11
41731,no,no,0.18
41732,no,no,0.11
41733,no,no,0.11
41734,no,no,0.14
41735,no,no,0.15
41736,no,no,0.1
41737,yes,no,0.57
41738,yes,no,0.6
41739,yes,no,0.5
41740,yes,no,0.57
41741,no,no,0.17
41742,yes,no,0.59
41743,yes,no,0.55
41744,yes,no,0.51
41745,no,no,0.14
41746,no,no,0.15
41747,yes,no,0.59
41748,no,no,0.11
41749,yes,no,0.52
41750,yes,no,0.58
41751,yes,yes,0.75
41752,yes,no,0.5
41753,no,no,0.15
41754,no,no,0.15
41755,yes,no,0.53
41756,no,no,0.17
41757,no,no,0.12
41758,no,no,0.1
41759,no,no,0.11
41760,no,no,0.12
41761,no,no,0.13
41762,no,yes,0.35
41763,no,no,0.11
41764,no,no,0.18
41765,no,no,0.12
41766,no,yes,0.38
41767,no,no,0.15
41768,no,no,0.1
41769,no,yes,0.37
41770,yes,no,0.57
41771,yes,no,0.6
41772,yes,yes,0.76
41773,yes,no,0.55
41774,no,no,0.2
41775,no,no,0.14
41776,no,no,0.19
41777,no,no,0.2
41778,no,no,0.15
41779,no,no,0.14
41780,no,no,0.15
41781,yes,no,0.59
41782,yes,no,0.57
41783,no,no,0.14
41784,no,no,0.12
41785,no,no,0.12
41786,yes,no,0.52
41787,yes,no,0.54
41788,yes,no,0.54
41789,yes,no,0.59
41790,no,no,0.12
41791,no,no,0.16
41792,no,no,0.14
41793,yes,no,0.52
41794,no,no,0.19
41795,yes,no,0.51
41796,yes,no,0.51
41797,no,no,0.19
41798,no,no,0.11
41799,no,no,0.15
41800,no,yes,0.33
41801,no,yes,0.35
41802,no,no,0.1
41803,no,no,0.14
41804,no,no,0.12
41805,no,no,0.16
41806,no,no,0.11
41807,no,no,0.19
41808,no,no,0.16
41809,yes,no,0.6
41810,no,no,0.11
41811,no,no,0.19
41812,yes,no,0.59
41813,no,no,0.11
41814,no,no,0.19
41815,no,no,0.17
41816,no,no,0.12
41817,no,no,0.13
41818,no,no,0.11
41819,no,no,0.17
41820,no,no,0.13
41821,no,no,0.11
41822,no,no,0.14
41823,no,no,0.13
41824,no,no,0.1
41825,no,no,0.16
41826,no,no,0.11
41827,no,no,0.11
41828,yes,no,0.59
41829,no,no,0.2
41830,no,no,0.18
41831,yes,no,0.5
41832,no,no,0.1
41833,yes,no,0.51
41834,yes,no,0.51
41835,no,yes,0.34
41836,yes,no,0.51
41837,no,no,0.1
41838,yes,no,0.52
41839,no,no,0.15
41840,yes,no,0.53
41841,yes,no,0.6
41842,yes,no,0.59
41843,no,no,0.11
41844,yes,no,0.6
41845,no,no,0.12
41846,no,no,0.14
41847,yes,no,0.54
41848,yes,no,0.52
41849,yes,no,0.55
41850,no,no,0.19
41851,no,no,0.16
41852,no,yes,0.37
41853,no,yes,0.35
41854,no,no,0.15
41855,no,no,0.19
41856,yes,no,0.53
41857,no,no,0.1
41858,yes,no,0.5
41859,no,no,0.12
41860,yes,no,0.5
41861,yes,no,0.56
41862,yes,no,0.55
41863,yes,no,0.55
41864,no,no,0.19
41865,yes,no,0.51
41866,yes,no,0.5
41867,no,no,0.13
41868,no,no,0.1
41869,yes,no,0.5
41870,no,no,0.13
41871,no,no,0.12
41872,yes,no,0.56
41873,no,no,0.15
41874,no,no,0.18
41875,no,no,0.13
41876,no,no,0.17
41877,no,no,0.16
41878,no,no,0.19
41879,no,no,0.11
41880,no,no,0.14
41881,no,no,0.15
41882,no,no,0.18
41883,no,no,0.14
41884,yes,no,0.5
41885,yes,no,0.5
41886,no,no,0.14
41887,no,no,0.16
41888,no,no,0.2
41889,no,no,0.11
41890,no,yes,0.34
41891,no,no,0.12
41892,no,no,0.2
41893,no,no,0.13
41894,yes,no,0.52
41895,no,no,0.13
41896,no,no,0.19
41897,no,no,0.16
41898,no,no,0.16
41899,yes,no,0.58
41900,yes,no,0.57
41901,no,no,0.1
41902,yes,no,0.52
41903,yes,no,0.55
41904,yes,no,0.57
41905,no,yes,0.32
41906,yes,no,0.51
41907,yes,yes,0.7
41908,no,no,0.11
41909,no,no,0.15
41910,yes,no,0.54
41911,yes,no,0.55
41912,yes,no,0.6
41913,yes,no,0.53
41914,yes,no,0.5
41915,no,no,0.11
41916,no,no,0.12
41917,yes,no,0.52
41918,no,no,0.16
41919,no,no,0.17
41920,yes,no,0.55
41921,yes,no,0.54
41922,no,no,0.15
41923,yes,no,0.59
41924,yes,no,0.6
41925,yes,no,0.57
41926,yes,yes,0.73
41927,yes,no,0.56
41928,yes,no,0.53
41929,no,no,0.16
41930,yes,no,0.6
41931,yes,no,0.59
41932,yes,no,0.53
41933,yes,no,0.53
41934,yes,no,0.53
41935,yes,no,0.58
41936,yes,no,0.54
41937,yes,no,0.53
41938,yes,yes,0.78
41939,yes,no,0.59
41940,no,no,0.12
41941,no,no,0.2
41942,yes,yes,0.71
41943,no,no,0.15
41944,no,no,0.12
41945,yes,no,0.51
41946,yes,no,0.57
41947,yes,no,0.51
41948,yes,no,0.59
41949,yes,no,0.51
41950,no,no,0.12
41951,yes,no,0.59
