,loan,balance,y,bank_arg1
39404,no,576,no,0.17
39405,no,86,no,0.1
39406,no,2145,yes,0.58
39407,no,116,yes,0.52
39408,no,622,no,0.2
39409,no,511,no,0.15
39410,yes,311,no,0.3
39411,no,332,no,0.16
39412,no,620,yes,0.6
39413,no,0,no,0.16
39414,yes,2981,no,0.37
39415,no,307,yes,0.54
39416,no,7702,yes,0.55
39417,no,3733,yes,0.56
39418,no,1381,no,0.12
39419,no,3993,yes,0.53
39420,no,533,no,0.1
39421,no,428,yes,0.57
39422,no,23,no,0.14
39423,no,953,no,0.12
39424,no,5310,yes,0.56
39425,no,1532,no,0.2
39426,no,2509,yes,0.57
39427,yes,573,no,0.39
39428,no,999,no,0.11
39429,no,255,yes,0.56
39430,no,2026,no,0.12
39431,no,1,no,0.1
39432,no,4841,no,0.11
39433,no,616,yes,0.53
39434,no,2208,no,0.1
39435,no,7578,no,0.16
39436,no,1596,no,0.17
39437,no,554,no,0.14
39438,no,1810,no,0.11
39439,no,733,yes,0.51
39440,no,385,no,0.14
39441,no,258,no,0.19
39442,no,265,no,0.13
39443,no,2979,no,0.12
39444,no,110,no,0.14
39445,no,994,no,0.2
39446,no,732,no,0.18
39447,no,0,no,0.11
39448,no,8023,no,0.17
39449,no,118,no,0.17
39450,no,31,no,0.12
39451,no,2583,no,0.12
39452,no,2503,yes,0.54
39453,no,1843,no,0.14
39454,no,594,no,0.17
39455,yes,439,yes,0.79
39456,no,590,yes,0.55
39457,no,204,yes,0.59
39458,no,567,yes,0.57
39459,no,689,yes,0.54
39460,no,482,yes,0.59
39461,no,612,no,0.16
39462,no,514,no,0.13
39463,no,1299,no,0.18
39464,no,5169,yes,0.59
39465,no,5741,no,0.14
39466,no,162,no,0.18
39467,no,562,no,0.12
39468,no,2988,no,0.19
39469,no,11219,no,0.14
39470,no,2486,no,0.12
39471,no,1379,yes,0.57
39472,yes,777,no,0.39
39473,no,570,no,0.1
39474,no,386,yes,0.54
39475,no,0,yes,0.53
39476,yes,501,no,0.36
39477,no,972,no,0.12
39478,no,957,yes,0.55
39479,no,27,no,0.13
39480,no,281,no,0.17
39481,no,0,no,0.1
39482,no,156,no,0.18
39483,no,641,no,0.15
39484,no,312,yes,0.56
39485,no,0,no,0.13
39486,yes,75,no,0.37
39487,yes,167,yes,0.75
39488,no,724,no,0.17
39489,no,117,no,0.17
39490,no,93,no,0.13
39491,no,411,no,0.18
39492,no,13094,yes,0.58
39493,no,5086,yes,0.52
39494,yes,393,no,0.37
39495,no,1165,no,0.14
39496,no,5749,no,0.17
39497,no,803,no,0.17
39498,no,8626,no,0.16
39499,no,0,no,0.17
39500,no,707,yes,0.54
39501,no,900,no,0.18
39502,no,246,no,0.15
39503,no,747,no,0.11
39504,no,755,no,0.13
39505,no,1054,no,0.2
39506,no,2211,no,0.18
39507,yes,466,yes,0.7
39508,no,152,yes,0.52
39509,no,369,no,0.15
39510,no,1612,yes,0.58
39511,no,466,no,0.14
39512,yes,911,yes,0.79
39513,no,496,no,0.18
39514,no,863,no,0.14
39515,no,4464,no,0.18
39516,no,238,yes,0.59
39517,no,1561,yes,0.51
39518,no,1179,yes,0.56
39519,no,27,yes,0.53
39520,no,6,yes,0.58
39521,no,654,yes,0.52
39522,no,333,no,0.2
39523,no,7620,no,0.14
39524,no,253,yes,0.5
39525,no,705,yes,0.53
39526,no,11862,no,0.16
39527,yes,109,yes,0.74
39528,yes,-310,no,0.31
39529,no,5689,no,0.13
39530,no,205,no,0.16
39531,no,2915,no,0.18
39532,no,937,no,0.1
39533,no,1179,no,0.1
39534,yes,363,no,0.32
39535,no,23878,yes,0.52
39536,no,142,no,0.14
39537,no,1066,no,0.11
39538,no,699,no,0.14
39539,no,42,no,0.12
39540,no,1570,no,0.18
39541,no,2340,no,0.15
39542,no,320,no,0.18
39543,no,5091,no,0.14
39544,no,339,no,0.11
39545,no,411,no,0.2
39546,no,995,no,0.17
39547,no,3399,yes,0.54
39548,yes,2365,no,0.36
39549,no,79,yes,0.53
39550,no,8015,no,0.19
39551,no,715,no,0.14
39552,no,243,yes,0.55
39553,no,753,no,0.12
39554,no,138,yes,0.57
39555,no,1289,no,0.14
39556,no,923,no,0.11
39557,no,707,no,0.1
39558,no,405,no,0.14
39559,no,816,no,0.16
39560,no,4792,no,0.14
39561,no,1602,no,0.17
39562,no,11303,no,0.17
39563,no,938,no,0.11
39564,no,8,no,0.12
39565,no,1317,yes,0.5
39566,no,1443,no,0.12
39567,no,47,no,0.18
39568,no,1040,no,0.17
39569,no,1778,no,0.17
39570,no,1157,no,0.15
39571,no,808,no,0.15
39572,no,68,no,0.12
39573,no,207,no,0.1
39574,no,560,no,0.17
39575,no,8029,no,0.15
39576,no,241,no,0.13
39577,no,2714,yes,0.59
39578,no,4,no,0.1
39579,no,1693,no,0.18
39580,no,385,no,0.12
39581,no,6507,no,0.17
39582,no,23076,yes,0.52
39583,no,17964,yes,0.53
39584,no,3769,no,0.11
39585,no,220,no,0.18
39586,no,223,no,0.18
39587,no,2170,no,0.18
39588,no,267,no,0.15
39589,no,928,no,0.1
39590,no,228,no,0.11
39591,no,4311,no,0.15
39592,no,146,no,0.1
39593,no,81,no,0.13
39594,no,15485,no,0.15
39595,no,180,no,0.14
39596,no,195,no,0.13
39597,no,846,yes,0.5
39598,no,36,no,0.14
39599,no,805,no,0.13
39600,no,1831,no,0.16
39601,no,336,no,0.17
39602,no,530,no,0.18
39603,no,2635,no,0.19
39604,no,360,yes,0.57
39605,no,326,yes,0.59
39606,no,350,no,0.1
39607,no,21088,no,0.16
39608,no,583,no,0.15
39609,no,100,yes,0.6
39610,no,2196,no,0.16
39611,no,0,no,0.14
39612,no,0,no,0.1
39613,no,0,no,0.12
39614,no,0,no,0.15
39615,no,1088,no,0.16
39616,no,3576,yes,0.53
39617,no,166,no,0.12
39618,no,4089,no,0.18
39619,no,2501,no,0.1
39620,yes,0,no,0.34
39621,no,643,no,0.12
39622,no,0,no,0.19
39623,no,1135,no,0.13
39624,no,410,no,0.17
39625,no,635,no,0.11
39626,no,712,no,0.17
39627,no,144,no,0.14
39628,yes,217,no,0.3
39629,no,304,yes,0.52
39630,no,39,yes,0.51
39631,no,164,no,0.19
39632,no,655,no,0.16
39633,no,23,no,0.13
39634,no,2178,no,0.15
39635,yes,0,no,0.39
39636,yes,147,no,0.34
39637,no,2907,no,0.19
39638,no,3,yes,0.56
39639,no,402,no,0.17
39640,no,6551,no,0.15
39641,no,1077,no,0.14
39642,no,255,no,0.1
39643,no,3461,no,0.19
39644,no,795,no,0.17
39645,no,1847,no,0.19
39646,no,1574,no,0.17
39647,no,312,yes,0.6
39648,no,17023,no,0.1
39649,no,15459,no,0.17
39650,no,906,yes,0.56
39651,no,524,yes,0.5
39652,no,2555,no,0.19
39653,no,8,no,0.12
39654,no,1234,no,0.13
39655,no,1081,yes,0.5
39656,yes,843,no,0.3
39657,no,2033,no,0.15
39658,yes,2279,no,0.4
39659,no,983,yes,0.59
39660,no,2305,no,0.17
39661,no,854,no,0.2
39662,no,2232,yes,0.55
39663,no,1967,yes,0.58
39664,no,80,no,0.12
39665,no,1406,yes,0.58
39666,no,1923,no,0.17
39667,no,155,no,0.18
39668,no,7,no,0.17
39669,no,5038,no,0.14
39670,no,1559,no,0.18
39671,no,274,no,0.12
39672,no,157,yes,0.59
39673,no,77,no,0.17
39674,yes,-235,no,0.34
39675,no,0,yes,0.55
39676,no,2337,no,0.16
39677,no,2509,yes,0.52
39678,no,1188,no,0.1
39679,no,1027,no,0.11
39680,no,505,no,0.2
39681,yes,430,no,0.36
39682,no,7,no,0.14
39683,no,383,no,0.13
39684,no,2063,no,0.19
39685,no,808,no,0.16
39686,no,10287,yes,0.52
39687,no,0,no,0.18
39688,no,92,no,0.12
39689,no,5359,yes,0.51
39690,yes,384,yes,0.75
39691,no,0,no,0.1
39692,no,3471,no,0.15
39693,no,2239,no,0.19
39694,no,1368,yes,0.58
39695,no,0,no,0.16
39696,no,1649,no,0.18
39697,no,3076,yes,0.54
39698,yes,1336,no,0.4
39699,no,425,no,0.15
39700,no,2199,no,0.13
39701,no,192,no,0.13
39702,no,7818,yes,0.51
39703,no,217,no,0.16
39704,no,4118,yes,0.59
39705,no,2442,no,0.18
39706,no,222,no,0.16
39707,no,1358,no,0.19
39708,no,0,no,0.2
39709,no,261,no,0.11
39710,no,2265,no,0.15
39711,no,13107,no,0.19
39712,yes,196,no,0.34
39713,no,55,no,0.11
39714,no,760,yes,0.51
39715,no,1872,no,0.15
39716,yes,4339,no,0.38
39717,no,277,yes,0.53
39718,no,254,no,0.14
39719,no,1109,no,0.2
39720,no,312,no,0.13
39721,no,39098,no,0.18
39722,no,48,no,0.13
39723,yes,196,no,0.38
39724,no,132,yes,0.55
39725,no,437,no,0.19
39726,no,559,no,0.13
39727,no,1671,no,0.15
39728,no,565,no,0.15
39729,no,253,yes,0.58
39730,no,8000,no,0.13
39731,no,3748,no,0.13
39732,no,2506,no,0.19
39733,no,687,no,0.15
39734,yes,3382,no,0.35
39735,no,953,no,0.13
39736,yes,777,no,0.33
39737,no,2033,no,0.12
39738,no,0,no,0.2
39739,no,501,no,0.18
39740,no,434,no,0.11
39741,no,7103,yes,0.6
39742,no,278,no,0.11
39743,no,517,no,0.2
39744,no,994,no,0.19
39745,no,1269,no,0.17
39746,no,1411,no,0.1
39747,yes,604,no,0.3
39748,no,311,no,0.16
39749,no,2288,no,0.15
39750,no,0,no,0.1
39751,no,23,no,0.14
39752,no,602,yes,0.53
39753,no,2464,no,0.15
39754,no,473,yes,0.53
39755,no,511,no,0.18
39756,no,14,no,0.2
39757,no,0,no,0.17
39758,yes,1167,yes,0.72
39759,no,3280,no,0.16
39760,no,1274,no,0.12
39761,no,343,yes,0.57
39762,no,1808,yes,0.52
39763,no,1199,yes,0.51
39764,no,3355,no,0.17
39765,no,0,no,0.15
39766,no,70,yes,0.57
39767,no,2611,no,0.2
39768,no,213,no,0.2
39769,no,6968,no,0.14
39770,no,1740,no,0.17
39771,no,4629,no,0.14
39772,no,839,no,0.19
39773,no,1723,yes,0.56
39774,no,1323,yes,0.58
39775,no,2552,yes,0.58
39776,no,155,no,0.12
39777,no,205,no,0.2
39778,no,1312,no,0.11
39779,no,5862,yes,0.5
39780,no,2613,yes,0.6
39781,no,1116,no,0.1
39782,no,3652,no,0.11
39783,no,2094,no,0.19
39784,no,528,no,0.13
39785,no,2764,no,0.18
39786,no,0,yes,0.51
39787,no,938,yes,0.52
39788,no,284,yes,0.56
39789,no,707,no,0.19
39790,yes,1059,yes,0.76
39791,yes,1684,yes,0.73
39792,no,534,yes,0.59
39793,no,293,yes,0.55
39794,yes,0,no,0.32
39795,no,0,no,0.17
39796,no,1352,no,0.19
39797,no,1998,no,0.19
39798,yes,261,no,0.3
39799,no,262,yes,0.6
39800,no,1292,no,0.2
39801,no,671,no,0.11
39802,no,1407,no,0.2
39803,no,1819,no,0.15
39804,no,0,no,0.1
39805,no,1629,no,0.14
39806,no,98,no,0.19
39807,no,332,no,0.19
39808,yes,85,no,0.4
39809,no,493,no,0.16
39810,no,147,no,0.12
39811,no,0,yes,0.51
39812,yes,2851,no,0.4
39813,no,2367,yes,0.52
39814,no,0,no,0.16
39815,no,2087,no,0.2
39816,no,31,yes,0.51
39817,no,3842,yes,0.51
39818,no,3343,yes,0.58
39819,no,25,yes,0.55
39820,no,804,yes,0.58
39821,no,1011,yes,0.56
39822,no,139,no,0.1
39823,yes,-528,yes,0.75
39824,no,1727,no,0.14
39825,no,698,no,0.15
39826,no,1840,yes,0.53
39827,no,3824,no,0.2
39828,no,883,no,0.13
39829,no,16873,no,0.14
39830,no,283,no,0.13
39831,no,0,no,0.12
39832,no,7541,no,0.15
39833,no,690,no,0.18
39834,no,0,no,0.16
39835,no,1451,yes,0.55
39836,no,202,no,0.11
39837,no,10758,no,0.19
39838,no,387,no,0.1
39839,no,119,no,0.12
39840,no,2351,yes,0.56
39841,no,3289,no,0.18
39842,no,0,no,0.16
39843,no,172,no,0.12
39844,no,1025,no,0.11
39845,no,92,no,0.12
39846,no,1664,yes,0.56
39847,no,1623,yes,0.5
39848,no,2466,no,0.2
39849,no,597,yes,0.5
39850,no,6981,no,0.17
39851,no,0,yes,0.57
39852,no,611,yes,0.6
39853,no,688,no,0.18
39854,no,2240,yes,0.6
39855,yes,238,no,0.32
39856,yes,313,yes,0.75
39857,no,1555,no,0.2
39858,no,851,no,0.14
39859,no,1954,yes,0.58
39860,no,1788,no,0.17
39861,no,3178,no,0.12
39862,no,90,no,0.19
39863,no,307,yes,0.57
39864,no,0,no,0.17
39865,no,915,yes,0.59
39866,no,7968,yes,0.6
39867,no,1147,yes,0.52
39868,no,61,no,0.14
39869,no,280,no,0.11
39870,no,2427,no,0.18
39871,no,2789,no,0.12
39872,no,2160,yes,0.54
39873,no,2026,no,0.12
39874,no,1005,yes,0.6
39875,no,1988,yes,0.6
39876,no,1931,no,0.18
39877,no,846,no,0.2
39878,no,1807,no,0.13
39879,no,1117,yes,0.5
39880,no,560,no,0.2
39881,no,3370,yes,0.51
39882,no,782,no,0.15
39883,no,935,no,0.13
39884,no,109,yes,0.51
39885,no,283,no,0.1
39886,no,3376,yes,0.5
39887,no,4578,no,0.1
39888,no,1587,yes,0.51
39889,no,1376,yes,0.55
39890,no,273,no,0.12
39891,yes,79,no,0.32
39892,no,3764,no,0.17
39893,no,1628,no,0.18
39894,no,871,no,0.14
39895,no,523,yes,0.56
39896,no,15161,yes,0.6
39897,no,1633,no,0.17
39898,no,4920,no,0.15
39899,no,653,yes,0.6
39900,yes,269,no,0.39
39901,no,79,no,0.15
39902,no,55,no,0.14
39903,no,5993,no,0.1
39904,no,1906,no,0.17
39905,no,5115,yes,0.53
39906,no,3094,no,0.16
39907,no,1350,no,0.13
39908,no,64,yes,0.54
39909,yes,659,no,0.34
39910,no,1165,yes,0.57
39911,no,1602,no,0.19
39912,no,5215,no,0.13
39913,no,7019,yes,0.53
39914,no,228,no,0.14
39915,no,96,no,0.12
39916,no,625,no,0.19
39917,no,4447,no,0.11
39918,no,530,no,0.13
39919,no,399,no,0.14
39920,no,1568,yes,0.56
39921,no,3109,yes,0.6
39922,no,1021,no,0.1
39923,no,4298,no,0.2
39924,no,10768,no,0.11
39925,no,4987,yes,0.54
39926,yes,2444,no,0.39
39927,no,878,no,0.13
39928,no,0,no,0.18
39929,no,444,no,0.1
39930,no,189,no,0.2
39931,no,189,yes,0.56
39932,no,12322,no,0.13
39933,no,0,no,0.16
39934,no,55,no,0.18
39935,no,5367,no,0.12
39936,no,533,no,0.13
39937,no,2467,yes,0.51
39938,no,3797,no,0.11
39939,no,5887,yes,0.57
39940,no,626,no,0.16
39941,no,2893,no,0.14
39942,no,1354,yes,0.54
39943,no,942,no,0.18
39944,no,0,no,0.18
39945,yes,21,no,0.31
39946,no,2823,no,0.1
39947,no,2587,yes,0.58
39948,no,446,no,0.14
39949,no,121,no,0.16
39950,no,0,no,0.19
39951,no,23,yes,0.54
39952,no,0,yes,0.57
39953,no,978,yes,0.52
39954,no,294,yes,0.54
39955,no,409,yes,0.54
39956,no,155,no,0.15
39957,no,595,yes,0.52
39958,no,990,yes,0.58
39959,yes,261,yes,0.73
39960,no,200,no,0.12
39961,no,27624,yes,0.51
39962,no,2694,no,0.13
39963,no,15,no,0.1
39964,no,1870,no,0.11
39965,no,2632,no,0.18
39966,no,3846,yes,0.55
39967,no,0,no,0.13
39968,no,2913,yes,0.58
39969,no,140,no,0.16
39970,no,2240,yes,0.58
39971,no,4545,no,0.2
39972,no,127,yes,0.54
39973,no,2104,yes,0.54
39974,no,332,no,0.11
39975,no,5,yes,0.58
39976,no,150,yes,0.51
39977,no,7222,no,0.16
39978,no,882,yes,0.51
39979,no,366,yes,0.53
39980,no,865,no,0.17
39981,no,216,no,0.19
39982,no,1189,yes,0.53
39983,no,3402,no,0.18
39984,no,204,yes,0.6
39985,no,794,no,0.19
39986,no,637,yes,0.56
39987,yes,34,no,0.33
39988,no,2383,yes,0.57
39989,no,102127,no,0.14
39990,no,1231,yes,0.52
39991,no,1268,no,0.16
39992,no,406,no,0.12
39993,no,3154,no,0.19
39994,no,3109,no,0.2
39995,no,395,no,0.2
39996,no,3340,yes,0.52
39997,no,200,yes,0.51
39998,no,1047,no,0.13
39999,no,1442,no,0.1
40000,no,718,no,0.16
40001,no,268,no,0.18
40002,no,4367,no,0.11
40003,no,3554,no,0.18
40004,no,785,no,0.16
40005,no,48,yes,0.52
40006,no,3623,no,0.17
40007,no,5142,no,0.18
40008,no,2261,no,0.16
40009,yes,6384,no,0.34
40010,no,7752,no,0.14
40011,no,4168,no,0.16
40012,no,576,yes,0.57
40013,no,15445,no,0.18
40014,no,423,no,0.1
40015,no,184,no,0.12
40016,no,1731,no,0.16
40017,yes,16,no,0.38
40018,no,2786,yes,0.59
40019,no,5313,yes,0.58
40020,no,82,no,0.2
40021,no,853,no,0.11
40022,no,222,no,0.12
40023,no,201,yes,0.58
40024,no,1,no,0.17
40025,no,694,yes,0.52
40026,no,398,no,0.13
40027,yes,15787,no,0.31
40028,no,1947,no,0.11
40029,no,2600,no,0.15
40030,no,1076,no,0.15
40031,no,389,yes,0.52
40032,no,0,no,0.18
40033,no,3917,yes,0.5
40034,no,3158,yes,0.59
40035,no,362,yes,0.56
40036,no,1293,yes,0.5
40037,no,1439,no,0.16
40038,no,717,no,0.17
40039,no,889,yes,0.51
40040,no,2204,no,0.15
40041,no,781,no,0.16
40042,no,7255,no,0.11
40043,no,1739,no,0.14
40044,no,8963,no,0.2
40045,no,4132,no,0.12
40046,no,946,no,0.11
40047,no,481,yes,0.53
40048,no,15,no,0.2
40049,no,810,yes,0.54
40050,no,596,no,0.19
40051,yes,114,no,0.35
40052,no,2389,no,0.15
40053,no,52,yes,0.56
40054,yes,108,yes,0.73
40055,no,2665,yes,0.5
40056,no,684,yes,0.59
40057,no,352,no,0.19
40058,no,1045,no,0.18
40059,no,506,no,0.2
40060,no,2071,yes,0.59
40061,no,339,yes,0.52
40062,no,154,no,0.13
40063,no,572,yes,0.52
40064,no,1027,no,0.11
40065,no,1779,yes,0.5
40066,no,613,no,0.18
40067,no,132,yes,0.6
40068,no,22086,yes,0.53
40069,no,-10,no,0.1
40070,yes,0,yes,0.76
40071,no,205,yes,0.5
40072,no,317,yes,0.56
40073,no,17,no,0.17
40074,no,4945,yes,0.52
40075,no,523,no,0.17
40076,no,2987,yes,0.52
40077,no,419,yes,0.54
40078,no,4,no,0.15
40079,no,1130,yes,0.57
40080,no,1662,yes,0.6
40081,no,1871,yes,0.54
40082,no,1190,yes,0.54
40083,no,3426,yes,0.51
40084,no,447,yes,0.51
40085,yes,563,yes,0.75
40086,no,6,yes,0.55
40087,no,594,yes,0.52
40088,no,1319,no,0.11
40089,no,549,no,0.15
40090,no,64,no,0.19
40091,no,932,no,0.19
40092,no,1988,no,0.19
40093,no,617,yes,0.51
40094,no,1957,no,0.19
40095,no,572,no,0.13
40096,no,5265,no,0.13
40097,yes,2918,yes,0.74
40098,no,78,no,0.13
40099,no,7369,no,0.13
40100,no,252,no,0.15
40101,no,538,yes,0.58
40102,no,3384,yes,0.5
40103,no,303,yes,0.57
40104,no,779,no,0.18
40105,no,170,no,0.18
40106,no,261,no,0.19
40107,no,827,no,0.17
40108,no,985,yes,0.57
40109,no,5003,no,0.1
40110,no,431,no,0.18
40111,no,538,no,0.14
40112,no,126,yes,0.58
40113,no,631,no,0.16
40114,no,623,no,0.12
40115,no,587,no,0.14
40116,no,488,no,0.16
40117,no,55,no,0.13
40118,no,1693,no,0.14
40119,no,974,yes,0.55
40120,no,0,no,0.18
40121,yes,336,no,0.35
40122,no,897,yes,0.51
40123,no,230,no,0.12
40124,no,171,yes,0.52
40125,no,377,no,0.18
40126,no,295,no,0.15
40127,no,1633,yes,0.5
40128,no,1085,yes,0.55
40129,no,1980,yes,0.53
40130,no,1227,yes,0.53
40131,no,1933,yes,0.5
40132,no,801,yes,0.53
40133,no,1644,no,0.14
40134,no,0,no,0.12
40135,yes,2158,no,0.33
40136,no,1819,no,0.17
40137,no,88,no,0.12
40138,no,1841,yes,0.56
40139,no,42,yes,0.55
40140,no,794,yes,0.55
40141,no,2163,no,0.15
40142,no,905,yes,0.59
40143,no,8295,yes,0.5
40144,no,0,yes,0.58
40145,no,153,no,0.11
40146,no,874,yes,0.56
40147,no,1004,no,0.19
40148,no,215,no,0.1
40149,no,4321,yes,0.56
40150,no,366,yes,0.58
40151,no,1796,no,0.15
40152,no,0,yes,0.59
40153,no,471,yes,0.57
40154,yes,2419,no,0.35
40155,no,289,no,0.13
40156,no,0,no,0.17
40157,no,745,yes,0.56
40158,yes,1187,no,0.35
40159,no,516,no,0.15
40160,no,9216,no,0.18
40161,no,8037,no,0.15
40162,no,361,no,0.11
40163,no,924,yes,0.53
40164,no,657,no,0.1
40165,no,697,no,0.11
40166,no,216,yes,0.55
40167,yes,5763,no,0.37
40168,no,611,no,0.14
40169,no,9756,yes,0.56
40170,no,1159,yes,0.55
40171,no,3290,yes,0.5
40172,yes,1766,yes,0.78
40173,no,389,no,0.13
40174,no,3570,no,0.14
40175,no,582,yes,0.57
40176,no,1693,no,0.15
40177,yes,380,yes,0.77
40178,no,1241,no,0.11
40179,no,1391,no,0.17
40180,no,1315,no,0.15
40181,no,4713,no,0.14
40182,no,256,yes,0.53
40183,no,682,yes,0.59
40184,no,92,yes,0.56
40185,no,66,yes,0.51
40186,no,466,no,0.19
40187,no,1510,no,0.11
40188,no,309,no,0.13
40189,no,361,no,0.16
40190,no,64,no,0.18
40191,no,1448,no,0.13
40192,no,230,no,0.11
40193,no,1811,no,0.16
40194,no,948,no,0.13
40195,no,1758,no,0.2
40196,no,0,yes,0.5
40197,no,388,no,0.18
40198,no,426,no,0.1
40199,yes,3434,yes,0.72
40200,no,252,yes,0.59
40201,no,1354,no,0.2
40202,no,1061,no,0.11
40203,no,6574,yes,0.57
40204,no,2094,yes,0.52
40205,no,294,yes,0.59
40206,no,1129,no,0.19
40207,no,1177,yes,0.57
40208,no,925,yes,0.5
40209,no,6246,no,0.12
40210,no,1363,no,0.15
40211,no,242,no,0.1
40212,no,8866,yes,0.6
40213,no,816,no,0.2
40214,no,365,no,0.12
40215,no,183,no,0.19
40216,no,3780,no,0.17
40217,no,3357,yes,0.59
40218,no,3407,yes,0.56
40219,no,5205,yes,0.59
40220,no,254,yes,0.53
40221,no,151,no,0.18
40222,no,3630,yes,0.53
40223,no,3,no,0.14
40224,no,15187,no,0.12
40225,no,437,no,0.14
40226,no,1506,yes,0.5
40227,no,764,no,0.18
40228,no,4216,yes,0.55
40229,no,27,no,0.16
40230,no,601,no,0.17
40231,no,12,yes,0.52
40232,yes,5666,no,0.31
40233,no,544,yes,0.59
40234,no,858,no,0.15
40235,yes,523,no,0.34
40236,no,0,no,0.14
40237,no,58,no,0.16
40238,no,1444,no,0.12
40239,no,1235,no,0.14
40240,no,29184,no,0.1
40241,no,1,no,0.12
40242,no,1536,no,0.14
40243,no,1013,no,0.14
40244,no,10346,yes,0.59
40245,no,1612,yes,0.55
40246,no,1741,no,0.13
40247,no,1539,yes,0.6
40248,no,21,no,0.17
40249,no,131,yes,0.59
40250,no,19,no,0.15
40251,no,1390,no,0.17
40252,no,2206,no,0.15
40253,no,718,yes,0.55
40254,no,2081,no,0.18
40255,no,4694,no,0.15
40256,no,454,no,0.11
40257,no,3547,yes,0.6
40258,no,914,yes,0.51
40259,no,1185,no,0.18
40260,no,1306,yes,0.53
40261,no,3335,no,0.15
40262,no,172,yes,0.58
40263,no,0,no,0.15
40264,no,259,yes,0.53
40265,yes,266,no,0.36
40266,no,617,no,0.11
40267,no,-1206,yes,0.52
40268,no,4577,no,0.16
40269,no,4708,no,0.15
40270,no,372,yes,0.56
40271,no,102,no,0.18
40272,no,1077,no,0.17
40273,no,206,no,0.11
40274,no,3518,yes,0.59
40275,no,505,yes,0.52
40276,no,71,yes,0.56
40277,no,1776,yes,0.51
40278,no,20585,yes,0.59
40279,no,1595,yes,0.58
40280,no,382,no,0.16
40281,no,969,no,0.18
40282,no,1000,yes,0.56
40283,no,3232,no,0.17
40284,no,2015,no,0.18
40285,no,1701,no,0.14
40286,no,1048,no,0.2
40287,no,2,no,0.2
40288,no,697,no,0.15
40289,no,138,yes,0.56
40290,no,8319,no,0.16
40291,no,520,no,0.16
40292,no,0,no,0.1
40293,no,522,no,0.2
40294,no,561,yes,0.5
40295,yes,106,no,0.38
40296,no,2196,no,0.12
40297,no,2461,no,0.13
40298,no,170,yes,0.51
40299,no,189,yes,0.5
40300,no,180,no,0.17
40301,no,502,yes,0.59
40302,yes,379,yes,0.71
40303,no,124,no,0.19
40304,no,457,no,0.13
40305,no,14533,yes,0.59
40306,no,2800,no,0.1
40307,no,1127,no,0.1
40308,no,136,yes,0.52
40309,yes,548,no,0.37
40310,no,341,no,0.11
40311,no,2009,no,0.11
40312,no,3629,no,0.17
40313,no,2,no,0.11
40314,no,86,no,0.2
40315,yes,1463,no,0.35
40316,yes,1161,no,0.36
40317,no,-98,no,0.17
40318,no,2731,no,0.13
40319,no,2,no,0.14
40320,no,1675,no,0.11
40321,no,1981,no,0.11
40322,no,6711,no,0.13
40323,yes,689,yes,0.77
40324,yes,2363,no,0.31
40325,no,4200,no,0.13
40326,no,246,yes,0.5
40327,no,640,no,0.18
40328,yes,243,no,0.39
40329,no,557,no,0.18
40330,no,3735,yes,0.54
40331,yes,987,no,0.32
40332,no,26,no,0.16
40333,no,1518,no,0.15
40334,no,8535,yes,0.54
40335,no,1527,no,0.16
40336,no,0,no,0.18
40337,no,2567,yes,0.51
40338,no,382,no,0.17
40339,no,443,yes,0.58
40340,no,9902,no,0.11
40341,no,37,no,0.19
40342,no,605,yes,0.56
40343,no,6526,no,0.15
40344,no,2074,yes,0.59
40345,yes,2374,yes,0.7
40346,no,1347,yes,0.55
40347,no,3648,yes,0.6
40348,no,1539,no,0.12
40349,no,7443,yes,0.51
40350,no,442,yes,0.6
40351,no,1021,no,0.15
40352,no,6138,no,0.12
40353,no,5108,no,0.2
40354,no,667,no,0.12
40355,no,10583,yes,0.51
40356,no,2088,no,0.14
40357,no,185,no,0.15
40358,no,9329,no,0.12
40359,no,147,no,0.12
40360,no,6590,no,0.19
40361,no,3083,no,0.1
40362,no,2326,no,0.11
40363,no,425,yes,0.52
40364,no,660,no,0.16
40365,no,0,no,0.13
40366,no,997,yes,0.57
40367,no,1016,no,0.11
40368,no,448,no,0.2
40369,no,771,no,0.17
40370,no,5966,yes,0.57
40371,no,111,no,0.2
40372,no,2543,no,0.18
40373,yes,2061,yes,0.77
40374,no,723,no,0.16
40375,no,0,yes,0.53
40376,no,1803,no,0.15
40377,yes,0,no,0.34
40378,no,446,no,0.13
40379,no,4348,yes,0.51
40380,no,1048,no,0.16
40381,no,1998,no,0.18
40382,no,2747,no,0.12
40383,no,2887,yes,0.52
40384,no,3340,no,0.19
40385,yes,0,no,0.37
40386,no,1464,yes,0.56
40387,no,315,no,0.13
40388,no,1363,no,0.19
40389,no,3669,no,0.17
40390,no,584,no,0.12
40391,no,1529,no,0.19
40392,no,1315,yes,0.6
40393,no,466,yes,0.6
40394,no,2383,yes,0.57
40395,yes,1254,no,0.32
40396,yes,1649,yes,0.76
40397,no,1806,no,0.2
40398,no,6281,no,0.2
40399,no,1567,no,0.15
40400,no,13164,no,0.15
40401,no,132,yes,0.53
40402,no,2787,yes,0.58
40403,yes,0,yes,0.71
40404,no,482,yes,0.57
40405,no,203,yes,0.58
40406,no,1823,no,0.14
40407,no,812,no,0.17
40408,no,88,yes,0.51
40409,yes,-63,no,0.38
40410,yes,831,no,0.4
40411,no,2881,yes,0.6
